date,gender,age,address,famsize,Pstatus,M_Edu,F_Edu,M_Job,F_Job,relationship,smoker,tuition_fee,time_friends,ssc_result,hsc_result
29/04/2018,M,19.0,Urban,GT3,Together,0,1,Services,Health,No,No,82550.0,4,3.71,2.84
29/04/2018,F,19.0,Rural,GT3,Together,2,0,At_home,Health,No,No,71343.0,5,4.34,3.49
29/04/2018,M,19.0,Urban,LE3,Apart,2,2,Services,Business,No,No,93254.0,1,3.52,3.24
29/04/2018,M,19.0,Rural,LE3,Together,3,2,Teacher,Business,Yes,No,80011.0,2,3.95,3.39
29/04/2018,F,18.0,Rural,LE3,Together,0,2,Health,Farmer,Yes,No,45147.0,3,4.35,3.53
29/04/2018,F,18.0,Urban,GT3,Together,3,2,At_home,Farmer,No,No,92926.0,1,5.0,5.0
29/04/2018,F,18.0,Rural,GT3,Together,2,2,Teacher,Services,No,No,68823.0,4,3.79,3.27
29/04/2018,F,18.0,Rural,LE3,Together,3,3,Health,Farmer,No,No,63991.0,5,3.92,3.2
29/04/2018,M,17.0,Urban,GT3,Together,3,3,Other,Farmer,No,No,121851.0,4,3.83,3.17
29/04/2018,F,18.0,Rural,GT3,Together,1,2,Teacher,Teacher,No,No,57563.0,4,3.66,2.99
29/04/2018,F,19.0,Urban,GT3,Together,0,2,Other,Health,No,No,95688.0,3,2.93,2.34
29/04/2018,M,19.0,Urban,GT3,Together,3,1,Services,Business,No,No,109023.0,3,3.07,2.6
29/04/2018,M,18.0,Rural,GT3,Together,1,2,Other,Farmer,No,No,64130.0,5,3.79,3.08
29/04/2018,F,19.0,Rural,LE3,Together,3,2,Teacher,Business,No,No,40925.0,2,4.02,3.53
29/04/2018,F,18.0,Rural,GT3,Together,3,2,Other,Farmer,No,No,56321.0,4,4.62,3.84
29/04/2018,F,19.0,Rural,GT3,Together,3,2,At_home,Farmer,No,No,50769.0,2,3.66,3.1
29/04/2018,F,17.0,Rural,LE3,Together,1,3,Teacher,Services,No,No,66748.0,5,4.79,4.27
29/04/2018,M,17.0,Rural,LE3,Together,1,0,Health,Teacher,Yes,No,70028.0,4,3.02,2.41
29/04/2018,M,18.0,Urban,GT3,Together,2,4,Other,Health,No,No,91151.0,2,3.94,3.42
29/04/2018,F,18.0,Urban,GT3,Together,0,0,At_home,Health,Yes,No,75597.0,4,3.63,2.65
29/04/2018,F,18.0,Urban,LE3,Together,3,4,Services,Services,Yes,No,114187.0,3,2.95,2.45
29/04/2018,F,19.0,Urban,LE3,Together,3,2,Services,Services,No,No,123835.0,3,2.7,2.52
29/04/2018,F,18.0,Rural,GT3,Together,2,2,Other,Health,No,No,35059.0,1,3.52,3.1
29/04/2018,M,17.0,Urban,LE3,Together,3,1,Services,Health,No,No,115292.0,5,3.57,2.63
29/04/2018,M,19.0,Urban,GT3,Together,1,0,Health,Teacher,No,No,90181.0,2,3.22,2.87
29/04/2018,F,18.0,Urban,GT3,Together,1,1,Teacher,Farmer,No,Yes,97235.0,4,4.3,3.58
29/04/2018,F,19.0,Rural,GT3,Together,4,1,At_home,Teacher,No,Yes,73672.0,1,3.54,2.99
29/04/2018,F,19.0,Rural,GT3,Together,4,3,Other,Health,No,No,46578.0,5,3.16,2.6
29/04/2018,F,18.0,Rural,LE3,Together,2,2,Services,Farmer,No,No,51047.0,5,3.65,2.87
29/04/2018,F,19.0,Rural,GT3,Together,4,3,Teacher,Health,No,No,77160.0,5,3.39,2.84
29/04/2018,M,17.0,Rural,GT3,Together,2,1,Health,Teacher,No,Yes,68475.0,2,4.87,4.57
29/04/2018,M,17.0,Rural,GT3,Together,1,4,Services,Teacher,No,No,54549.0,3,3.6,2.86
29/04/2018,M,19.0,Urban,GT3,Together,1,2,Services,Teacher,Yes,No,75277.0,1,3.2,2.59
29/04/2018,F,18.0,Rural,GT3,Together,4,1,At_home,Farmer,No,No,46780.0,2,4.87,4.48
29/04/2018,M,19.0,Rural,GT3,Together,1,2,Health,Business,Yes,No,44662.0,4,4.27,3.35
29/04/2018,M,17.0,,GT3,Together,2,1,Health,Business,No,No,66516.0,2,3.87,3.19
29/04/2018,M,19.0,Rural,LE3,Together,2,1,Other,Health,No,No,67161.0,4,3.28,2.81
29/04/2018,M,19.0,Rural,GT3,Together,3,2,At_home,Farmer,No,No,84499.0,4,4.3,3.6
29/04/2018,F,17.0,Rural,GT3,Apart,2,3,Other,Services,Yes,No,66886.0,5,2.85,2.14
29/04/2018,M,19.0,Rural,LE3,Together,1,4,At_home,Business,Yes,No,38800.0,2,4.25,3.58
29/04/2018,M,19.0,Urban,GT3,Together,1,2,Health,Farmer,No,No,75439.0,3,3.96,3.27
29/04/2018,F,18.0,Rural,GT3,Together,2,4,At_home,Farmer,Yes,No,39307.0,4,4.44,3.56
29/04/2018,M,,Rural,LE3,Together,3,4,At_home,Business,No,No,42364.0,5,2.27,2.0
29/04/2018,M,17.0,Rural,GT3,Together,2,4,At_home,Farmer,No,No,51568.0,3,3.2,3.04
29/04/2018,M,17.0,Rural,GT3,Together,3,2,Teacher,Farmer,No,No,78092.0,2,3.15,2.85
29/04/2018,F,17.0,Urban,GT3,Together,0,1,Teacher,Business,No,No,70483.0,3,3.07,2.42
29/04/2018,M,18.0,Rural,GT3,Together,3,1,Health,Teacher,No,No,40245.0,2,4.08,3.66
29/04/2018,F,17.0,Urban,LE3,Together,2,3,At_home,Health,No,No,83430.0,4,3.61,3.09
29/04/2018,M,17.0,Rural,GT3,Together,0,2,Health,Services,Yes,No,33183.0,1,3.23,2.62
29/04/2018,M,17.0,Rural,LE3,Apart,2,1,Teacher,Health,No,No,73692.0,1,3.08,2.55
29/04/2018,M,18.0,Rural,LE3,Apart,3,2,At_home,Teacher,No,No,,4,3.18,2.56
29/04/2018,M,19.0,,GT3,Together,3,0,Other,Teacher,No,No,112726.0,3,4.36,3.76
29/04/2018,F,17.0,Rural,GT3,Together,1,3,Teacher,Farmer,Yes,No,43901.0,2,3.76,3.18
29/04/2018,F,19.0,Urban,GT3,Together,3,0,Teacher,Health,Yes,No,83907.0,1,4.34,3.43
29/04/2018,F,17.0,Rural,GT3,Together,0,3,Teacher,Teacher,No,No,58044.0,2,5.0,4.45
29/04/2018,M,19.0,Rural,GT3,Together,0,3,At_home,Health,No,No,53604.0,4,3.79,3.18
29/04/2018,M,18.0,Rural,LE3,Together,2,1,Services,Teacher,No,No,72869.0,3,2.88,2.52
29/04/2018,F,18.0,Rural,LE3,Together,2,2,Other,Services,No,No,49537.0,2,3.71,3.26
29/04/2018,M,17.0,Rural,GT3,Together,3,3,Other,Teacher,No,No,52501.0,3,5.0,4.51
29/04/2018,M,19.0,Urban,GT3,Together,1,1,Health,Health,No,No,107371.0,1,4.51,4.13
29/04/2018,M,18.0,Urban,LE3,Together,0,1,At_home,Farmer,No,Yes,101821.0,2,3.38,2.77
29/04/2018,M,17.0,Rural,GT3,Together,2,2,Teacher,Health,No,No,58196.0,5,3.6,2.97
29/04/2018,F,17.0,Rural,LE3,Together,0,2,Services,Business,No,No,31073.0,1,4.3,3.85
29/04/2018,F,18.0,Rural,GT3,Together,0,2,At_home,Health,No,No,35561.0,3,4.11,3.3
29/04/2018,F,18.0,Urban,GT3,Together,1,1,At_home,Services,No,No,88101.0,4,4.31,3.54
29/04/2018,M,17.0,Rural,LE3,Together,2,2,Services,Services,Yes,No,66426.0,5,3.64,2.79
29/04/2018,M,,Rural,GT3,Together,1,1,Teacher,Services,No,No,59341.0,2,4.05,3.37
29/04/2018,M,19.0,Rural,LE3,Apart,2,4,At_home,Teacher,Yes,No,42313.0,1,3.6,3.07
29/04/2018,M,19.0,Urban,LE3,Together,0,2,Other,Services,Yes,No,95773.0,2,4.71,4.22
29/04/2018,M,17.0,Urban,GT3,Together,0,4,Other,Health,No,No,93003.0,2,2.81,2.5
29/04/2018,F,18.0,Rural,GT3,Apart,2,2,Services,Farmer,No,No,61420.0,5,2.81,2.19
29/04/2018,F,17.0,Rural,LE3,Together,0,3,Teacher,Services,No,Yes,30714.0,5,3.34,2.74
29/04/2018,M,18.0,Urban,LE3,Together,2,2,Services,Health,No,No,102139.0,5,3.36,2.65
29/04/2018,F,19.0,Rural,GT3,Together,0,3,At_home,Teacher,No,No,51098.0,5,2.81,2.0
29/04/2018,F,19.0,Rural,LE3,Together,2,2,Other,Teacher,No,No,77294.0,4,2.69,2.0
29/04/2018,F,18.0,Rural,GT3,Together,1,3,Health,Farmer,No,No,43582.0,3,4.49,3.86
29/04/2018,F,18.0,Rural,GT3,Together,0,2,Services,Farmer,No,No,68583.0,5,3.69,2.88
29/04/2018,M,17.0,Urban,LE3,Together,2,2,Health,Health,Yes,No,88760.0,1,3.64,3.16
29/04/2018,M,19.0,Urban,GT3,Together,4,2,Health,Farmer,No,No,91255.0,2,3.84,3.43
29/04/2018,M,17.0,Rural,LE3,Together,0,4,Other,Farmer,No,No,41622.0,5,4.84,4.26
29/04/2018,F,17.0,Rural,GT3,Together,2,3,Services,Teacher,Yes,No,70983.0,1,3.88,3.23
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Health,Health,No,No,120309.0,4,3.73,3.19
29/04/2018,M,19.0,Urban,GT3,Together,2,3,At_home,Farmer,Yes,No,104715.0,1,3.39,3.06
29/04/2018,M,17.0,Rural,GT3,Together,3,3,Teacher,Health,Yes,No,76415.0,1,4.19,3.35
29/04/2018,M,17.0,Urban,GT3,Together,1,4,Teacher,Services,No,No,91792.0,4,3.76,3.14
29/04/2018,F,17.0,Urban,GT3,Together,4,4,Other,Teacher,No,No,127576.0,4,4.87,4.63
29/04/2018,F,,Urban,GT3,Together,1,3,Services,Teacher,No,No,92724.0,2,3.7,3.05
29/04/2018,M,17.0,Urban,GT3,Together,1,2,Services,Teacher,No,No,73652.0,5,4.45,3.62
29/04/2018,M,,Rural,GT3,Together,3,3,Teacher,Business,No,No,66297.0,1,3.34,2.94
29/04/2018,M,19.0,Rural,LE3,Apart,2,2,At_home,Health,No,No,67422.0,3,3.33,2.78
29/04/2018,M,17.0,Rural,GT3,Apart,2,4,Teacher,Services,No,No,49028.0,3,2.61,2.07
29/04/2018,M,18.0,Urban,GT3,Together,3,1,Teacher,Farmer,Yes,No,93803.0,2,4.32,3.68
29/04/2018,M,17.0,Urban,GT3,Apart,2,0,Services,Services,No,No,81307.0,3,3.78,3.13
29/04/2018,M,17.0,Rural,GT3,Together,1,0,Health,Health,No,No,61325.0,2,4.22,3.33
29/04/2018,F,19.0,Rural,GT3,Apart,2,3,At_home,Teacher,No,No,66574.0,5,4.9,4.37
29/04/2018,F,19.0,Rural,GT3,Together,0,4,Services,Business,No,No,44262.0,2,3.25,2.83
29/04/2018,M,18.0,Urban,GT3,Together,3,0,Teacher,Health,No,No,81535.0,4,3.15,2.47
29/04/2018,M,18.0,Rural,LE3,Together,4,3,Health,Health,Yes,No,59932.0,4,3.29,2.92
29/04/2018,F,19.0,Urban,LE3,Apart,1,3,At_home,Farmer,No,No,85749.0,4,2.43,2.05
29/04/2018,M,19.0,Rural,GT3,Together,2,3,Other,Services,No,No,43727.0,4,3.67,3.23
29/04/2018,F,17.0,Rural,GT3,Together,0,2,At_home,Services,No,No,42332.0,4,4.37,3.54
29/04/2018,F,,Rural,GT3,Apart,0,4,At_home,Farmer,No,No,54534.0,4,3.83,2.98
29/04/2018,M,18.0,Urban,GT3,Together,4,0,Teacher,Business,Yes,No,95834.0,4,2.78,2.0
29/04/2018,M,17.0,Rural,GT3,Together,0,3,Teacher,Teacher,No,No,45325.0,4,3.57,2.79
29/04/2018,F,18.0,Rural,GT3,Together,2,1,Other,Teacher,No,Yes,44213.0,4,3.88,3.34
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Other,Business,Yes,Yes,81403.0,5,4.43,3.45
29/04/2018,F,19.0,Urban,GT3,Apart,3,4,Other,Farmer,No,No,87506.0,4,4.32,3.84
29/04/2018,F,18.0,Urban,GT3,Apart,2,1,Services,Health,No,No,104659.0,2,3.58,2.9
29/04/2018,F,17.0,Rural,GT3,Together,2,1,Services,Services,No,No,42591.0,5,3.57,2.77
29/04/2018,M,17.0,Urban,GT3,Together,2,3,Teacher,Health,No,No,87996.0,3,4.19,3.52
29/04/2018,F,19.0,Rural,GT3,Together,4,2,Teacher,Services,No,No,82828.0,1,3.41,3.11
29/04/2018,M,19.0,Rural,GT3,Together,2,2,Other,Health,Yes,No,69370.0,5,4.36,3.25
29/04/2018,M,19.0,Rural,GT3,Together,2,1,Services,Farmer,No,No,48472.0,4,3.37,2.65
29/04/2018,F,18.0,Rural,GT3,Together,0,0,Health,Farmer,Yes,No,54098.0,5,4.81,3.86
29/04/2018,M,17.0,Rural,GT3,Together,0,2,Services,Business,Yes,No,27196.0,1,3.95,3.07
29/04/2018,F,19.0,Urban,GT3,Apart,2,1,Teacher,Health,No,No,86091.0,1,2.53,2.0
29/04/2018,F,18.0,Urban,GT3,Together,4,4,Services,Health,No,No,100040.0,4,4.22,3.67
29/04/2018,M,18.0,Urban,GT3,Together,3,0,Teacher,Business,No,No,86023.0,4,3.97,3.1
29/04/2018,M,18.0,Rural,GT3,Together,4,2,Other,Business,No,No,65543.0,2,4.12,3.77
29/04/2018,M,19.0,Urban,GT3,Together,2,0,Other,Farmer,No,No,103377.0,1,5.0,4.67
29/04/2018,M,19.0,Urban,GT3,Together,3,0,Other,Farmer,No,No,116635.0,4,3.63,2.9
29/04/2018,M,17.0,Rural,GT3,Together,3,3,Health,Health,No,No,82337.0,1,2.79,2.62
29/04/2018,F,17.0,Rural,LE3,Apart,2,3,Health,Farmer,No,No,75409.0,2,4.62,4.27
29/04/2018,M,19.0,Urban,GT3,Together,1,0,Teacher,Farmer,No,Yes,75004.0,3,2.64,2.23
29/04/2018,M,18.0,Urban,GT3,Together,2,0,At_home,Health,Yes,No,84963.0,1,3.31,2.63
29/04/2018,F,18.0,Urban,LE3,Together,3,0,Health,Business,No,No,93796.0,2,3.83,3.32
29/04/2018,M,18.0,Rural,LE3,Together,1,3,Teacher,Health,No,No,70972.0,2,3.22,2.81
29/04/2018,F,17.0,Rural,GT3,Together,4,2,Services,Teacher,No,No,52077.0,2,3.76,3.35
29/04/2018,M,18.0,Urban,GT3,Together,1,0,Other,Health,No,No,99848.0,5,3.71,2.82
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Other,Teacher,Yes,No,92526.0,4,4.8,4.28
29/04/2018,F,17.0,Urban,GT3,Together,2,3,Other,Health,No,No,78261.0,1,2.23,2.0
29/04/2018,F,18.0,Urban,GT3,Together,3,4,Teacher,Teacher,No,No,97046.0,5,3.86,3.21
29/04/2018,F,18.0,Rural,GT3,Together,2,4,Other,Teacher,No,No,48397.0,1,3.2,2.81
29/04/2018,F,19.0,Rural,GT3,Together,4,2,Health,Health,No,No,70269.0,5,3.43,2.78
29/04/2018,F,19.0,Rural,LE3,Together,2,1,Services,Farmer,No,No,71158.0,4,4.24,3.46
29/04/2018,M,18.0,Rural,LE3,Together,1,1,Other,Services,Yes,No,55757.0,2,4.14,3.38
29/04/2018,M,17.0,Urban,GT3,Together,2,3,Teacher,Farmer,No,No,90299.0,1,4.02,3.65
29/04/2018,F,17.0,Rural,GT3,Together,1,4,Services,Teacher,No,No,31902.0,2,2.98,2.63
29/04/2018,F,17.0,Rural,GT3,Together,1,2,Other,Health,No,No,72399.0,4,4.57,4.18
29/04/2018,F,17.0,Urban,LE3,Together,1,2,At_home,Health,No,No,73846.0,1,3.23,2.82
29/04/2018,M,17.0,Rural,GT3,Together,3,2,Other,Health,No,No,,3,4.7,4.05
29/04/2018,M,19.0,Urban,GT3,Together,2,2,Health,Health,No,No,77520.0,3,3.38,2.71
29/04/2018,F,18.0,Urban,GT3,Together,2,1,Services,Services,No,No,115832.0,3,4.47,3.82
29/04/2018,M,19.0,Urban,GT3,Together,1,2,Health,Business,No,No,90098.0,4,3.87,3.13
29/04/2018,F,17.0,Rural,GT3,Together,1,0,At_home,Teacher,Yes,No,69451.0,3,2.71,2.0
29/04/2018,F,17.0,Rural,LE3,Together,4,1,At_home,Services,Yes,No,68136.0,1,3.57,2.91
29/04/2018,M,17.0,Rural,GT3,Together,2,3,Health,Farmer,No,No,70885.0,3,4.91,4.4
29/04/2018,F,17.0,Rural,GT3,Together,4,0,Services,Business,No,No,75720.0,1,4.34,3.74
29/04/2018,F,18.0,Rural,GT3,Together,1,0,At_home,Business,No,No,51157.0,4,3.52,2.85
29/04/2018,M,17.0,Rural,GT3,Together,0,1,At_home,Health,Yes,Yes,44674.0,2,4.65,3.94
29/04/2018,F,18.0,Urban,LE3,Apart,3,4,Other,Services,No,No,112357.0,5,3.98,3.52
29/04/2018,M,17.0,Rural,LE3,Together,2,3,Teacher,Farmer,Yes,No,47578.0,3,4.87,4.18
29/04/2018,F,18.0,Urban,LE3,Together,1,0,At_home,Health,No,No,72251.0,5,3.75,2.95
29/04/2018,M,19.0,Rural,LE3,Together,1,2,Services,Health,Yes,No,43513.0,2,3.61,2.72
29/04/2018,F,17.0,Rural,GT3,Together,3,1,Services,Teacher,No,No,77429.0,4,4.44,3.77
29/04/2018,M,18.0,Urban,GT3,Together,2,3,Other,Business,Yes,No,102105.0,4,3.96,3.01
29/04/2018,M,19.0,Rural,GT3,Apart,2,3,Services,Farmer,Yes,No,55990.0,2,4.16,3.53
29/04/2018,F,17.0,Rural,LE3,Together,1,4,Other,Business,No,No,55499.0,5,3.24,2.43
29/04/2018,M,17.0,Rural,GT3,Together,1,2,At_home,Services,Yes,No,36421.0,3,4.56,3.79
29/04/2018,M,17.0,Urban,GT3,Together,4,4,At_home,Teacher,No,Yes,109591.0,1,4.44,4.13
29/04/2018,F,18.0,Urban,LE3,Together,1,4,At_home,Health,No,No,96979.0,4,4.68,4.38
29/04/2018,F,18.0,Urban,GT3,Together,2,4,At_home,Teacher,Yes,No,95835.0,2,2.92,2.13
29/04/2018,F,19.0,Urban,GT3,Together,3,2,Teacher,Health,No,No,117693.0,5,3.04,2.35
29/04/2018,F,18.0,Urban,GT3,Together,1,2,Teacher,Teacher,No,No,82202.0,3,3.31,2.97
29/04/2018,M,18.0,Rural,GT3,Together,2,2,At_home,Health,No,Yes,70414.0,5,3.64,2.97
29/04/2018,M,17.0,Urban,GT3,Together,2,0,Services,Business,No,No,100666.0,3,2.93,2.27
29/04/2018,M,17.0,,LE3,Apart,2,1,,Business,Yes,No,54290.0,1,4.21,3.67
29/04/2018,F,17.0,Rural,GT3,Together,2,3,Health,Business,Yes,No,53130.0,1,3.52,3.05
29/04/2018,F,17.0,Rural,LE3,Together,1,3,Other,Business,Yes,No,67077.0,2,4.62,4.08
29/04/2018,F,,,GT3,Together,2,4,Health,Teacher,No,No,54396.0,2,5.0,4.39
29/04/2018,F,17.0,Rural,GT3,Together,2,0,Health,Health,No,No,52952.0,3,3.41,3.05
29/04/2018,M,17.0,Rural,LE3,Together,2,1,At_home,Business,Yes,No,62122.0,3,3.3,2.63
29/04/2018,M,19.0,Urban,GT3,Together,0,3,Health,Teacher,No,No,94381.0,3,4.29,3.55
29/04/2018,M,19.0,Urban,GT3,Together,2,2,At_home,Health,No,No,115078.0,3,3.86,3.44
29/04/2018,M,,Rural,LE3,Together,4,1,Teacher,Teacher,No,No,68267.0,1,4.04,3.46
29/04/2018,M,19.0,Urban,GT3,Together,2,4,Services,Business,Yes,No,117007.0,2,4.66,4.05
29/04/2018,F,17.0,,GT3,Together,3,3,Health,Services,Yes,No,87088.0,2,3.62,2.93
29/04/2018,M,19.0,Urban,GT3,Together,2,2,Services,Teacher,No,No,106818.0,4,3.11,2.52
29/04/2018,M,17.0,Urban,GT3,Apart,3,4,At_home,Business,Yes,No,92822.0,2,3.0,2.56
29/04/2018,M,19.0,Rural,GT3,Together,4,3,Health,Farmer,No,No,81589.0,2,3.68,3.36
29/04/2018,F,18.0,Urban,GT3,Together,1,3,Other,Health,No,No,71436.0,5,3.57,2.74
29/04/2018,F,19.0,Rural,LE3,Together,2,4,Teacher,Business,No,No,62281.0,5,4.36,3.68
29/04/2018,M,19.0,Rural,LE3,Together,1,0,Teacher,Farmer,No,Yes,52481.0,4,4.71,3.98
29/04/2018,M,17.0,Rural,GT3,Together,2,3,Health,Teacher,No,No,65469.0,3,4.7,4.25
29/04/2018,F,19.0,Rural,GT3,Together,0,0,Teacher,Teacher,No,No,43867.0,4,3.34,2.74
29/04/2018,M,18.0,Rural,GT3,Together,3,0,Other,Farmer,No,No,80487.0,4,3.28,2.73
29/04/2018,F,17.0,Urban,GT3,Together,0,4,Services,Farmer,No,No,87766.0,1,2.62,2.4
29/04/2018,F,17.0,Rural,GT3,Together,2,2,Other,Health,No,No,64737.0,2,3.8,3.2
29/04/2018,M,19.0,Rural,LE3,Together,2,3,Teacher,Teacher,No,No,56213.0,1,4.38,4.09
29/04/2018,M,17.0,Rural,LE3,Together,1,4,Services,Farmer,No,No,58355.0,2,3.34,3.0
29/04/2018,F,17.0,Rural,GT3,Together,4,4,Other,Services,No,No,67537.0,4,2.84,2.44
29/04/2018,M,17.0,Urban,GT3,Together,3,4,At_home,Services,No,No,82794.0,2,5.0,4.8
29/04/2018,M,17.0,Rural,GT3,Together,2,2,At_home,Farmer,No,No,79296.0,3,3.34,2.89
29/04/2018,F,17.0,Rural,GT3,Together,2,2,Services,Health,Yes,No,67324.0,3,3.73,2.85
29/04/2018,F,17.0,Urban,GT3,Together,1,1,Services,Teacher,Yes,No,100858.0,4,3.5,2.69
29/04/2018,F,18.0,Rural,LE3,Together,3,2,Services,Services,Yes,No,82850.0,5,2.93,2.12
29/04/2018,F,19.0,Urban,GT3,Together,0,2,At_home,Farmer,Yes,No,78018.0,3,4.39,3.24
29/04/2018,M,18.0,Urban,LE3,Together,2,2,Other,Farmer,No,Yes,92481.0,4,2.66,2.13
29/04/2018,M,17.0,Urban,GT3,Together,3,3,Services,Business,Yes,No,95584.0,1,4.53,4.27
29/04/2018,F,17.0,Urban,GT3,Together,1,4,At_home,Farmer,No,No,79850.0,5,3.97,3.45
29/04/2018,F,19.0,Rural,GT3,Together,3,3,Services,Health,Yes,No,65701.0,3,3.63,2.93
29/04/2018,M,18.0,Urban,GT3,Together,0,3,Services,Services,Yes,No,106223.0,4,3.64,2.79
29/04/2018,F,19.0,Rural,GT3,Together,4,2,Services,Business,No,No,88952.0,4,4.1,3.65
29/04/2018,M,18.0,Rural,GT3,Together,0,0,At_home,Services,No,No,25160.0,1,3.38,2.89
29/04/2018,M,17.0,Urban,LE3,Together,2,1,Other,Services,No,No,100832.0,1,3.91,3.44
29/04/2018,M,19.0,Rural,GT3,Together,1,3,At_home,Health,No,No,61210.0,5,3.22,2.61
29/04/2018,M,19.0,Rural,GT3,Together,3,1,At_home,Farmer,No,No,62290.0,3,2.4,2.11
29/04/2018,M,17.0,,LE3,Together,2,3,Services,Health,No,No,64441.0,4,4.2,3.53
29/04/2018,M,19.0,Urban,LE3,Apart,0,2,Health,Farmer,No,No,89886.0,5,5.0,4.46
29/04/2018,M,18.0,Rural,LE3,Together,2,1,Health,Business,Yes,No,67394.0,5,4.17,3.2
29/04/2018,F,18.0,Rural,GT3,Together,2,1,Health,Health,No,No,43418.0,1,3.77,3.25
29/04/2018,F,18.0,Urban,LE3,Apart,2,2,At_home,Health,No,No,82081.0,4,3.54,2.68
29/04/2018,F,18.0,Urban,GT3,Together,3,2,Services,Teacher,No,No,117180.0,2,3.56,3.23
29/04/2018,F,17.0,Rural,GT3,Together,2,3,Health,Health,No,No,45114.0,1,3.54,3.03
29/04/2018,M,,Urban,GT3,Together,1,3,Teacher,Teacher,No,No,88722.0,4,3.93,2.98
29/04/2018,M,18.0,Rural,GT3,Together,0,2,Teacher,Farmer,No,No,46972.0,5,2.25,2.0
29/04/2018,F,17.0,Urban,GT3,Apart,2,4,Teacher,Farmer,Yes,Yes,92985.0,5,2.14,2.0
29/04/2018,M,19.0,Rural,GT3,Apart,2,2,Other,Farmer,No,Yes,40888.0,3,4.09,3.51
29/04/2018,F,19.0,Rural,GT3,Apart,1,4,Services,Teacher,No,No,33718.0,2,3.67,3.28
29/04/2018,M,17.0,Urban,GT3,Apart,1,1,At_home,Farmer,Yes,No,102147.0,1,3.16,2.46
29/04/2018,F,17.0,Urban,GT3,Together,2,3,At_home,Services,No,No,118382.0,3,3.14,3.02
29/04/2018,M,18.0,Rural,LE3,Together,4,2,Services,Health,No,Yes,63309.0,3,3.44,2.96
29/04/2018,F,19.0,Rural,LE3,Together,1,1,Other,Teacher,No,No,49299.0,2,3.53,2.76
29/04/2018,M,19.0,Rural,GT3,Together,2,1,Services,Farmer,No,No,76211.0,1,4.73,4.52
29/04/2018,F,17.0,Urban,LE3,Together,3,2,Other,Services,Yes,No,102036.0,1,3.1,2.71
29/04/2018,M,19.0,Urban,GT3,Together,3,1,Health,Health,No,No,99885.0,5,4.3,3.56
29/04/2018,F,18.0,Urban,GT3,Apart,1,1,Health,Health,Yes,No,99346.0,1,4.18,3.37
29/04/2018,F,19.0,,GT3,Together,2,4,Other,Farmer,No,No,61691.0,3,3.66,3.18
29/04/2018,M,17.0,Urban,GT3,Together,3,4,Services,Services,No,No,120042.0,5,4.3,3.37
29/04/2018,F,17.0,Rural,LE3,Together,0,3,Health,Teacher,No,No,42986.0,1,4.09,3.5
29/04/2018,F,18.0,Rural,GT3,Together,2,3,Services,Farmer,Yes,No,62846.0,2,2.98,2.76
29/04/2018,M,18.0,Rural,GT3,Together,1,4,Health,Health,No,No,71401.0,3,3.41,2.8
29/04/2018,F,19.0,Urban,GT3,Together,1,2,Services,Health,No,Yes,78192.0,4,4.05,3.34
29/04/2018,F,19.0,Urban,GT3,Together,2,1,Services,Health,No,No,114269.0,2,3.41,2.7
29/04/2018,F,17.0,Rural,LE3,Together,3,4,Teacher,Farmer,No,No,78487.0,2,4.2,3.67
29/04/2018,M,18.0,,LE3,Together,0,3,Other,Business,Yes,No,34412.0,1,4.56,3.88
29/04/2018,M,18.0,Urban,GT3,Together,2,2,At_home,Business,No,No,90963.0,5,3.78,3.12
29/04/2018,F,18.0,Rural,LE3,Together,2,2,Other,Business,No,No,68623.0,5,3.41,2.78
29/04/2018,F,19.0,Rural,GT3,Together,2,2,Services,Services,No,Yes,36017.0,3,3.33,2.65
29/04/2018,M,18.0,Urban,LE3,Together,3,4,Services,Farmer,No,Yes,85279.0,1,3.56,3.26
29/04/2018,F,17.0,Urban,GT3,Apart,1,2,Other,Health,Yes,No,80412.0,5,3.52,2.68
29/04/2018,M,17.0,Rural,GT3,Together,4,4,Services,Services,Yes,No,52712.0,4,4.36,3.66
29/04/2018,M,19.0,Rural,GT3,Apart,2,4,Health,Business,No,No,50817.0,1,3.42,3.19
29/04/2018,M,19.0,Urban,GT3,Together,2,3,Services,Teacher,No,No,103080.0,1,3.69,3.46
29/04/2018,M,18.0,Rural,GT3,Apart,3,2,Other,Services,No,No,46624.0,5,4.31,3.49
29/04/2018,F,19.0,Rural,GT3,Together,1,2,Other,Services,No,No,59126.0,2,3.59,3.01
29/04/2018,M,17.0,Urban,GT3,Together,0,0,Other,Farmer,No,No,81579.0,1,3.51,2.9
29/04/2018,F,18.0,Rural,LE3,Together,3,1,Teacher,Services,No,No,55131.0,2,4.37,3.6
29/04/2018,F,17.0,,GT3,Together,2,3,Teacher,Farmer,No,No,72462.0,3,4.55,4.02
29/04/2018,F,18.0,Urban,GT3,Together,3,2,Teacher,Teacher,Yes,No,117419.0,3,3.82,3.18
29/04/2018,M,19.0,Urban,GT3,Together,4,1,Teacher,Health,No,No,108375.0,5,4.88,4.53
29/04/2018,M,,Rural,LE3,Together,1,1,Teacher,Health,No,No,56093.0,3,3.91,3.1
29/04/2018,F,18.0,Rural,GT3,Together,2,4,Teacher,Business,No,No,67525.0,5,4.37,3.93
